url,label
vgkcompany.ru/update/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e58c8ccc0b2991c519e23ade5c9bd26bcf8c8ccc0b2991c519e23ade5c9bd26bcf,1
wilirots.biz/amcntrlde/webscr.php?cmd_=session.start&sdr01=V2lua2xlcnNndW5nQHlhaG9vLmRl&ixh=aXppbGxpcy5vcmc=&ctr_=DE,1
pardafs.com/KoMPL4HnTSMo/webscrprim.php?cGFyZGFmcy5jb20=uhOTG57kUJHNN54221oPLKj988777AOP784MTM1ODI4MzI0OA==,1
m4gq9m.bimowamokykpps.info/xgu1fupnxl\nwww.doblatuproductividad.com/000ded60ea040d013384ba6eac24fdf1.php?q=82af19bc7272e9c6dae5587f43503c85,1
xa1.yimg.com/kq/groups/27430536/1481876065/name/notification%20of%20limited%20account.htm,1
maranoinforma.it/language/AU/registre/ea5ef75a9e208ce92d0aba7f7445b70c/,1
diplomatnews.org/2015/05/3648/world/middleeast/inspectors-in-syria-find-traces-of-banned-military-chemicals.html,1
betterlivingstl.com/jhg/,1
organtranspl.com/Public/kindeditor/attached/file/20160626/20160626011246_47691.html,1
configurations-itunes,1
zsnbystre.republika.pl/988g765f,1
lojabegel.com.br/js/infos_add.fr/fbox/wp-modules/f738f22b9742752af78c58925f8587e1,1
www.ppmsn.asia/login/en/index.htm,1
josephhouseredmond.com/ok/db/box/index.php,1
91.239.24.220:6892,1
down.upgamecdn.com/onekeysdk/tr_new/rt_0902_126.apk,1
www.zjxedu.com/Images/index.htm?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;amp;app=com-d3,1
paypal.com-us.cgi-bin-webscr-cmd.login-submit-dispatch.97823358392748923463483265523042394012472357283942334895234.iprd.org.uk/32fb188095c9c656891edbc8d7116fa2/Us/home?1EQSJDHGAO177SHGASFQ37P8ZGEGQS9012FAO12DAZKK9O3QSDS7QDQSHAd4c787177043f6884ee9ffe464019ed0d4c787177043f6884ee9ffe464019ed0,1
dougmlee.com/DHL,1
www.grupoaex.es/hjv56,1
pastehtml.com/view/c83aa4829.html,1
thomba.org/YnktZWZmZWN0QHdlYi5kZQ==/DEsdR/cgiwx1czypdkrfaqjg,1
www.blog.ryanshah.me/wp-content/plugins/wp-pagenavi/scb/index.htm,1
www.moncler--fr.com/,1
aborfesztival.hu/seged/htpppppssss2014114577888898990014/index.php,1
hotelnadswidrem.pl/wp-content/plugins/.paypal/security/login.php,1
tunisiatrekking.com/File/,1
www.sugarsync.com/pf/D3353265_829_6071967654?directDownload=true,1
earthmatterslaw.org/Pics/gallery/log/joh.html,1
dickybeach.info/cada/login.html,1
ramblerscript.com/,1
www.paypal-tracking.fr/,1
paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.dhlexpressdelivery.com/Paypal/,1
amazon.de-kundencenter-konto10236702.de/770431/germany/datenabgleich/JFbzHpX8ALta1ME/sicherheit/aDbWIsmSdjUTuBV/logmein.php?assoc_handle=7DCmO1UxI8Wz5PkQZ4EwXtgfp2ScuH&openid_claim=KTRB4jHJPa0qh3r7ipdo&identifier_select=YH0fdcOa7NUhnmj8VkPA&pape_max=iwGrL2VnZl0bedaUuhFvA6O7gKR4BS,1
rfmmimarlik.com/images/www.albablogin.com.htm?email=abuse@sina.con.cn,1
www.eloiseandemily.com/eBayISAPI2.dl/index.html?cgi.ebay.com/2008-Cervelo-RS-54cm-Carbon-Road-Bike-MINT-/300466179814?pt=Road_Bikes&hash=item45f52e0ee6,1
food.guilan.ac.ir/images/poste.html,1
xjbctcky.com/images/?app=com-d3&amp;;us.battle.net/login/en/?ref=http://us.battle.net/d3,1
paypal.com.secure.webscr.cmd.login.run.dispatch.5885d80a13c0db1f8e263663d3faee8d7283e7f0184a5674430f290db9e9c.wallytravels.com/cgi.bin/,1
gdfyqnsuxv.work/php/upload.php,1
iandistudio.com/afdIJGY8766gyu,1
d9se3nvnxd4a.blogspot.com/,1
bitslook.org/pCntrlde/webscr_prim.php?sdr01=ay11bmQtc0B0LW9ubGluZS5kZQ=Message-ID:,1
dealsbro.com/2qohq7,1
masternetsrl.com/templates/beez5/html/Goodle/file_doc.php?l=_JeHFUq_VJOXJoGYDw_OXK0K0QWHtoGYDw_Product-UserID&amp;userid_JeHJOXK0IDw_JOXK0IDD&amp;userid,1
933666.net/o4da1506,1
hope.linkhause.com.ar/qaufthp5d2\nwww.lavoro24.it/offerte_lavoro.php?cosa=&regione=27&provincia=&categoria=320&azienda=&page=5,1
surubiproducciones.com/wp/wp-includes/css/sss/pdf/art/new/LoginVerification.php,1
landondavid.com/l196z,1
mxp1124.com,1
mail.gracco.cl/icons/.lopoe/wp/index.html,1
www.tlcchurchresources.com/form/forms/form1.html,1
novatekit.com/newart/3022a68db585c48288b9c236899cca7c/new/,1
travicoperu.com/67fgbcni/?VBtqPTvuj=fghHOOWyz,1
pastehtml.com/view/bal84jjwu.html,1
mxp1112.com,1
us.battle.net.login.en.ec-login.com/login/en/login.html?app=wam&amp;ref=www.worldofwarcraft.com/account/&amp;eor=0&amp;app=bam/,1
habbo-igual.blogspot.com/#login-habblet,1
www.jhandiecohut.com/076wc,1
andrian2.xyz,1
dropbox.download.portalindustrial.cl/wp-includes/certificates/drop.bx,1
dmega.co.kr/dmega/data/qna/sec/page.php?email=bm9taW5hbGx5QHNwb3VzZS5vcmc=,1
chainsforchange.com/Dropbox/file/files/db/file.dropbox,1
gmsz-marineandcontracting.com/cgi/Docs/pvalidate.html,1
ibc14.com/.https/www/prod/fifatms.com/Common/index.php?umail=YWNjb3VudGluZ0AxMDY2c2FsZXMuY28udWsN,1
ex.technor.com/index.php,1
demoit.com.au/doc/googledrive/,1
dennisrupp.com/old_aol.1.3/?Login=&amp;Lis=10&amp;LigertID=1993745&amp;us=1,1
ebay-australia-protection.infobuybpp.net/Buyer-Protection-Program/,1
sky-express.ru/sekt5,1
www.zaccariapietro.it/wp-content//themes/amplus_v1.6/functions/cache/brichetadolanescu.htm,1
'www.jdcc.cn/images/?us.battle.net/login/en/?ref=http\%3a\%2f\%2fus.battle.net\%2fd3\%2fen\%2findex&amp;',1
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cq6Ko8fsHOiqWXh_23RS_wuo4zEf2WG3X4tGFlaWCJNZ8YbHPplYU1KQFjXzpyZ6qzsiDm8IEGEaN5MAgBL7dKbMXpxKHAt3kkRHe7aW2xKrcObqDe7YVK6hYaRoD5F5q3Kck_gw4JZvHfiLZoNmKw6RA1PsJ0F0ZRJNYJSzBybGEJMdu5lbwJs-pgJZ9GQb0Fe74-la9MFRC0pPwbphtdIBQw-ZA\%3D\%3D&amp;attredirects=2',1
'www.shpaihua.com/js/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Frkwiipeus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3',1
bit.ly/1PhL6S9,1
www.talenthunter-bg.com/uploads/bbpeoplemeet.com/bb/myform.html,1
dodientrangthao.com/highslide/rss.php,1
demo.fishtime.com.ua/g1q2n46a,1
viobrass.gr/assets/images/autogen/tmp/home1.htm,1
